textbox1,CustomerNum,stmt_freq,acct_type,dlvr_cd,trip_days,install_dt,acct_avg_volume,dlvr_name,stop_min,AverageMaintenanceRevenue,dlvr_addr,CalculationName,envrn_chrg_pct,AverageReplacementRevenue,dlvr_city,upchrg_dscnt,AverageDirectSales,empl_num,item_num,item_desc,size_misc,identity,identity2,reg_invty_qty,spec_invty_qty,unit_price,price_chng_dt,flat_rate_min,dlvr_freq,avg_delivery,item_avg_volume
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,44300000,LNDRY BG-BIO HAZ-YLW,30X40, ,,4,0,1,2/11/2025,100%,6016,0,0
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,2,0,8.47,12/23/2024,100%,6016,1,11.22
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,2,0,15.25,12/23/2024,100%,6016,3,24.27
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,3,0,12.71,12/23/2024,100%,6016,3,20.64
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,80430000,BTH TIS VIRG 500 SH,na, ,,1,0,70.18,12/23/2024,0,6026,0,0
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,81214310,WB ANTIBC FOAM 1K CS,na, ,,1,0,48.4,12/23/2024,0,6026,0,0
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,81214330,ALCO-GEL HANDSNTZR,na, ,,1,0,66.55,12/23/2024,0,6026,0,0
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,81342433,CANLNER-10-15G-24X33,na, ,,1,0,48.16,12/23/2024,0,6026,0,0
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,81394048,CANLNER-45G-40X48 NA,na, ,,1,0,66.55,12/23/2024,0,6026,0,0
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,86940305,Mat-Kleen-Scrape-3x5,3'X5' , ,,1,0,6.78,12/23/2024,100%,6016,0,4.35
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,87392037,MOP-DUST-FRG-MF-18IN,, ,,10,0,1.1,12/23/2024,50%,6016,0,0
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,87392069,MOP-WET-MF-FL-GR-18I,, ,,10,0,4.24,12/23/2024,50%,6016,0,0
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,94066690,Blanket-Thermal-Wht,66X90, ,,12,0,2.81,12/23/2024,50%,6016,6,9.6
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,95150000,Gown-Patient-Print,, ,,28,0,0.77,12/23/2024,50%,6016,14,6.16
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,0,95170000,Plus Gown,all, ,,20,0,1.1,12/23/2024,50%,6016,10,4.4
Plant 2502,268434,33L,TIE,EOW24,.T.....,10/17/2014,$95.52 ,Shingletown Medical Center,$25.00 ,21.49,31292 Alpine Meadows Rd,IM: Quantity Delivered,20.00%,0,"Shingletown, CA",27.00%,26.7,2,79890000,Misc       Spec Sale,na,DIXIE 5oz CUPS DIXIE 5oz CUPS,,1,0,43.59,12/23/2024,0,6026,0,0
Plant 2502,268785,09L,TIE,WKLY,..W....,11/14/2014,$24.78 ,Showboat Lounge,$0.00 ,6.37,"105 Hartnell Ave, Ste A",IM: Quantity Delivered,5.00%,0,"Redding, CA",27.00%,54.65,0,10250000,1STAID CAB SVC MED,MEDIUM, ,,1,0,9.95,6/19/2024,100%,7017,0,0
Plant 2502,268785,09L,TIE,WKLY,..W....,11/14/2014,$24.78 ,Showboat Lounge,$0.00 ,6.37,"105 Hartnell Ave, Ste A",IM: Quantity Delivered,5.00%,0,"Redding, CA",27.00%,54.65,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,60,0,0.22,12/23/2024,50%,7017,72.5,21.75
Plant 2502,268785,09L,TIE,WKLY,..W....,11/14/2014,$24.78 ,Showboat Lounge,$0.00 ,6.37,"105 Hartnell Ave, Ste A",IM: Quantity Delivered,5.00%,0,"Redding, CA",27.00%,54.65,0,11720000,Towel-Kitchen,, ,,50,0,0.198,12/23/2024,50%,7017,50,11.8
Plant 2502,268785,09L,TIE,WKLY,..W....,11/14/2014,$24.78 ,Showboat Lounge,$0.00 ,6.37,"105 Hartnell Ave, Ste A",IM: Quantity Delivered,5.00%,0,"Redding, CA",27.00%,54.65,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/11/2025,100%,7017,0,0
Plant 2502,268785,09L,TIE,WKLY,..W....,11/14/2014,$24.78 ,Showboat Lounge,$0.00 ,6.37,"105 Hartnell Ave, Ste A",IM: Quantity Delivered,5.00%,0,"Redding, CA",27.00%,54.65,0,80330000,HARDWOUND VWHT 8X800,na, ,,1,0,67.13,12/23/2024,0,7027,0.3,0
Plant 2502,268785,09L,TIE,WKLY,..W....,11/14/2014,$24.78 ,Showboat Lounge,$0.00 ,6.37,"105 Hartnell Ave, Ste A",IM: Quantity Delivered,5.00%,0,"Redding, CA",27.00%,54.65,0,80430000,BTH TIS VIRG 500 SH,na, ,,1,0,85.82,12/23/2024,0,7027,0,0
Plant 2502,268785,09L,TIE,WKLY,..W....,11/14/2014,$24.78 ,Showboat Lounge,$0.00 ,6.37,"105 Hartnell Ave, Ste A",IM: Quantity Delivered,5.00%,0,"Redding, CA",27.00%,54.65,0,81214300,FOAMFRESH GRNSEAL 1K,na, ,,1,0,44,12/23/2024,0,7027,0,0
Plant 2502,268785,09L,TIE,WKLY,..W....,11/14/2014,$24.78 ,Showboat Lounge,$0.00 ,6.37,"105 Hartnell Ave, Ste A",IM: Quantity Delivered,5.00%,0,"Redding, CA",27.00%,54.65,0,82790000,TLT-SEAT COVER CASE,na, ,,1,0,79.86,12/23/2024,0,7027,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,1640000,APRON-BIB-POLY-BLACK,na, ,,10,0,0.19,1/15/2025,100%,7017,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,10260000,1STAID CAB SVC LRG,LARGE, ,,1,0,14.95,1/15/2025,100%,7017,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,100,0,0.1,1/15/2025,100%,7017,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/19/2025,100%,7017,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,2,0,5.99,1/15/2025,100%,7017,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,2,0,4.99,1/15/2025,100%,7017,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,80330000,HARDWOUND VWHT 8X800,na, ,,1,0,35.7,1/15/2025,0,7027,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,80430000,BTH TIS VIRG 500 SH,na, ,,1,0,52.5,1/15/2025,0,7027,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,80550001,BWL CLP MIS COT B EA,each, ,,4,0,1.5,1/15/2025,100%,7017,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,80590001,R3 ECO REFL COT B EA,, ,,3,0,1.5,1/15/2025,100%,7017,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,81214300,FOAMFRESH GRNSEAL 1K,na, ,,1,0,40,1/15/2025,0,7027,0,0
Plant 2502,323303,09C,TIE,WKLY,.T.....,1/15/2025,$38.02 ,Side Iron BBQ,$20.00 ,8.25,724 Main Street,IM: Quantity Delivered,5.00%,7.5,"Susanville, CA",23.00%,194.96,0,87399023,MOP-WET-TUBE-MF-BL-L,L, ,,1,0,1.49,1/15/2025,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,0,12240000,Towel-Shop-Dyed,, ,,100,0,0.165,12/23/2024,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/19/2025,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,2,0,4.4,12/23/2024,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,0,86940305,Mat-Kleen-Scrape-3x5,3'X5' , ,,1,0,5.5,12/23/2024,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,1,18125002,Coveral-Navy-Cot,50R,JAY JAY,,3,0,1.1,12/23/2024,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,2,18124203,COVERAL-NAVY-COT,42L,NICK NICK,,13,0,1.1,12/23/2024,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,3,18124802,Coveral-Navy-Cot,48R,CORRIE CORRIE,,10,0,1.1,12/23/2024,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,3,18125002,Coveral-Navy-Cot,50R,CORRIE CORRIE,,1,0,1.1,4/2/2025,100%,7017,0,0
Plant 2502,320180,09L,IND,WKLY,.T.....,3/25/2024,$79.16 ,Sierra Cascade Nursery,$0.00 ,18.83,472-715 Johnson Road,IM: Quantity Delivered,5.00%,1.88,"Susanville, CA",25.00%,0,4,18124002,Coveral-Navy-Cot,40R,LARRY LARRY,,13,0,1.1,12/23/2024,100%,7017,0,0
Plant 2502,320181,09L,IND,WKLY,.T.....,3/25/2024,$110.35 ,Sierra Cascade Nursery Kitchen - SEASONAL,$0.00 ,26.13,472-715 Johnson Road,IM: Quantity Delivered,5.00%,12.5,"Susanville, CA",25.00%,0,0,11281619,TOWEL-BARMOP-BLSTR,16X19, ,,250,0,0.165,12/23/2024,100%,7017,0,0
Plant 2502,320181,09L,IND,WKLY,.T.....,3/25/2024,$110.35 ,Sierra Cascade Nursery Kitchen - SEASONAL,$0.00 ,26.13,472-715 Johnson Road,IM: Quantity Delivered,5.00%,12.5,"Susanville, CA",25.00%,0,0,70623600,Dust Mop-36 Untreate,mop     , ,,3,0,2.75,12/23/2024,100%,7017,0,0
Plant 2502,320181,09L,IND,WKLY,.T.....,3/25/2024,$110.35 ,Sierra Cascade Nursery Kitchen - SEASONAL,$0.00 ,26.13,472-715 Johnson Road,IM: Quantity Delivered,5.00%,12.5,"Susanville, CA",25.00%,0,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,5,0,5.5,12/23/2024,100%,7017,0,0
Plant 2502,320181,09L,IND,WKLY,.T.....,3/25/2024,$110.35 ,Sierra Cascade Nursery Kitchen - SEASONAL,$0.00 ,26.13,472-715 Johnson Road,IM: Quantity Delivered,5.00%,12.5,"Susanville, CA",25.00%,0,0,86680305,MAT-ALL PURPOSE KL,na, ,,5,0,5.5,12/23/2024,100%,7017,0,0
Plant 2502,320179,09L,IND,WKLY,.T.....,3/25/2024,$35.81 ,Sierra Cascade Office,$0.00 ,8.53,472-715 Johnson Road,IM: Quantity Delivered,5.00%,0,"Susanville, CA",25.00%,51.26,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,3,0,7.7,12/23/2024,100%,7017,0,0
Plant 2502,320179,09L,IND,WKLY,.T.....,3/25/2024,$35.81 ,Sierra Cascade Office,$0.00 ,8.53,472-715 Johnson Road,IM: Quantity Delivered,5.00%,0,"Susanville, CA",25.00%,51.26,0,86940305,Mat-Kleen-Scrape-3x5,3'X5' , ,,2,0,5.5,12/23/2024,100%,7017,0,0
Plant 2502,297844,05L,TIE,WKLY,..W....,9/19/2019,$0.00 ,Sierra Pacific D/S,$0.00 ,0,19794 Riverside Dr.,IM: Quantity Delivered,0.00%,0,"Anderson, CA",0.00%,0,0,80370000,MUTIFOLD WHT 4000 CS,na, ,,1,0,41.89,12/24/2021,0,7027,0,0
Plant 2502,297844,05L,TIE,WKLY,..W....,9/19/2019,$0.00 ,Sierra Pacific D/S,$0.00 ,0,19794 Riverside Dr.,IM: Quantity Delivered,0.00%,0,"Anderson, CA",0.00%,0,0,80430000,BTH TIS VIRG 500 SH,na, ,,1,0,65.2,12/24/2021,0,7027,0.5,0
Plant 2502,297844,05L,TIE,WKLY,..W....,9/19/2019,$0.00 ,Sierra Pacific D/S,$0.00 ,0,19794 Riverside Dr.,IM: Quantity Delivered,0.00%,0,"Anderson, CA",0.00%,0,0,81214300,FOAMFRESH GRNSEAL 1K,na, ,,1,0,44,12/24/2021,0,7027,0,0
Plant 2502,297844,05L,TIE,WKLY,..W....,9/19/2019,$0.00 ,Sierra Pacific D/S,$0.00 ,0,19794 Riverside Dr.,IM: Quantity Delivered,0.00%,0,"Anderson, CA",0.00%,0,0,81332424,CANLINER-10G 24X24,LR, ,,1,0,31.07,12/24/2021,0,7027,0,0
Plant 2502,297844,05L,TIE,WKLY,..W....,9/19/2019,$0.00 ,Sierra Pacific D/S,$0.00 ,0,19794 Riverside Dr.,IM: Quantity Delivered,0.00%,0,"Anderson, CA",0.00%,0,0,81342433,CANLNER-10-15G-24X33,na, ,,1,0,55.44,12/24/2021,0,7027,0,0
Plant 2502,297844,05L,TIE,WKLY,..W....,9/19/2019,$0.00 ,Sierra Pacific D/S,$0.00 ,0,19794 Riverside Dr.,IM: Quantity Delivered,0.00%,0,"Anderson, CA",0.00%,0,0,81695450,PRSRVE-MINIFLD NAP W,case, ,,1,0,41.44,12/24/2021,0,7027,0,0
Plant 2502,297844,05L,TIE,WKLY,..W....,9/19/2019,$0.00 ,Sierra Pacific D/S,$0.00 ,0,19794 Riverside Dr.,IM: Quantity Delivered,0.00%,0,"Anderson, CA",0.00%,0,0,82790000,TLT-SEAT COVER CASE,na, ,,1,0,68.37,12/24/2021,0,7027,0,0
Plant 2502,297844,05L,TIE,WKLY,..W....,9/19/2019,$0.00 ,Sierra Pacific D/S,$0.00 ,0,19794 Riverside Dr.,IM: Quantity Delivered,0.00%,0,"Anderson, CA",0.00%,0,1,79890000,Misc       Spec Sale,na,33 GAL 1.5 MIL 33 GAL 1.5 MIL,,1,0,73.91,12/24/2021,0,7027,0,0
Plant 2502,291360,05L,TIE,WK-1,..W....,8/15/2018,$71.04 ,Sierra Pacific Industries,$0.00 ,0,19794 Riverside Drive,IM: Quantity Delivered,13.00%,0,"Anderson, CA",0.00%,0,0,76080304,MAT-NY/RB-OX GRY-3X4,3'X4', ,,5,0,11.68,12/23/2024,100%,1011,2,9
Plant 2502,291360,05L,TIE,WK-1,..W....,8/15/2018,$71.04 ,Sierra Pacific Industries,$0.00 ,0,19794 Riverside Drive,IM: Quantity Delivered,13.00%,0,"Anderson, CA",0.00%,0,0,76080310,MAT-NY/RB-OX GRY3X10,3'X10', ,,1,0,16.85,12/23/2024,100%,1011,0.5,3.25
Plant 2502,291360,05L,TIE,WK-1,..W....,8/15/2018,$71.04 ,Sierra Pacific Industries,$0.00 ,0,19794 Riverside Drive,IM: Quantity Delivered,13.00%,0,"Anderson, CA",0.00%,0,0,76080406,MAT-NY/RB-OX GRY-4X6,4'X6', ,,10,0,14.25,12/23/2024,100%,1011,4.5,24.75
Plant 2502,291360,05L,TIE,WK-1,..W....,8/15/2018,$71.04 ,Sierra Pacific Industries,$0.00 ,0,19794 Riverside Drive,IM: Quantity Delivered,13.00%,0,"Anderson, CA",0.00%,0,0,76280406,MAT-OXF GRY-MHL-4X6,4'X6', ,,2,0,16.85,12/23/2024,100%,1011,1,6.5
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,9620502,GRAB RAG MICRO GP BX,500/BX, ,,1,0,19.36,12/23/2024,0,7027,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,11601837,TOWEL-FACE,18X37, , ,20,0,0.55,12/23/2024,100%,7017,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,40304234,SLIP-P-42X36,42X34, , ,20,0,0.55,12/23/2024,100%,7017,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,40766615,SHEET-SNGL-DC-66X115,66115, , ,40,0,1.02,12/23/2024,100%,7017,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,41082030,BATH MAT-WHITE,20X30, , ,10,0,0.77,12/23/2024,100%,7017,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,41340000,Towel-Bath-Jumbo,, , ,20,0,0.85,12/23/2024,100%,7017,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,41820000,WASH CLOTH,, , ,20,0,0.4,12/23/2024,100%,7017,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,44320000,LAUNDRY BAG-PVC-LG,28X36, , ,5,0,0.5,2/10/2025,100%,7017,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,52625212,Cloth-P-Ivory-54x120,52X120, , ,0,0,3.34,12/23/2024,0,7027,22.5,56.25
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,52625252,Cloth-P-Ivory-52x52 ,52X52 , , ,0,0,1.16,12/23/2024,0,7027,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,52625296,Cloth-P-Ivory-54x96,52X96, , ,0,0,3.34,12/23/2024,0,7027,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,52628585,Cloth-P-Ivory-85x85 ,85X85 , , ,0,0,3.34,12/23/2024,0,7027,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,53505212,Cloth-P-White-54x120,52X120, , ,0,0,3.34,12/23/2024,0,7027,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,53505296,Cloth-P-White-54x96 ,52X96 , , ,0,0,3.34,12/23/2024,0,7027,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,53508585,Cloth-P-White-85x85 ,85X85 , , ,0,0,3.34,12/23/2024,0,7027,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,56902020,NAPKIN-WHT SPUN POLY,20X20, , ,0,0,0.146,12/23/2024,0,7027,0,0
Plant 2502,194151,75L,TIE,WKLY,...H...,10/23/2002,$107.80 ,Simpson Events,$0.00 ,23.52,2211 College View Dr,IM: Quantity Delivered,10.00%,0,"Redding, CA",24.00%,0,0,94020000,BLANKET-BATH,na, , ,0,0,3.03,12/23/2024,0,7027,0,0
Plant 2502,319710,05L,IND,WKLY,.T.....,2/8/2024,$30.24 ,Singh Mobile Services,$20.00 ,6.72,6100 State Highway 273,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,0,0,12240000,Towel-Shop-Dyed,, ,,50,0,0.11,12/23/2024,0%,7017,0,0
Plant 2502,319710,05L,IND,WKLY,.T.....,2/8/2024,$30.24 ,Singh Mobile Services,$20.00 ,6.72,6100 State Highway 273,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,0,0,44320000,LAUNDRY BAG-PVC-LG,28X36, ,,1,0,0.5,2/19/2025,100%,7017,0,0
Plant 2502,319710,05L,IND,WKLY,.T.....,2/8/2024,$30.24 ,Singh Mobile Services,$20.00 ,6.72,6100 State Highway 273,IM: Quantity Delivered,8.00%,0,"Anderson, CA",24.00%,0,1,18154802,COVERAL-BLUE-COT,48R,Avi Avi,,8,0,2.75,12/23/2024,100%,7017,0,0
